title,url,published,description
Recall of certain batches of Eurotrol haemoglobin controls due to microbial contamination (MDA/2019/005),https://www.gov.uk/drug-device-alerts/recall-of-certain-batches-of-eurotrol-haemoglobin-controls-due-to-microbial-contamination-mda-2019-005,2019-01-30,"Manufactured by Eurotrol B.V – may give readings below the values assigned to the product, leading to incorrect measurement results."
Inhaled and intranasal corticosteroids,https://www.gov.uk/drug-safety-update/inhaled-and-intranasal-corticosteroids,2014-12-11,Risk of psychological and behavioural side effects.
MHRA ethnicity pay gap report,https://www.gov.uk/government/publications/mhra-ethnicity-pay-gap-report,2023-01-06,Detailed data on the Medicines and Healthcare products Regulatory Agency’s ethnicity pay gap reports.
Heated humidifiers used in combination with heated-wire breathing systems - risk of oxygen-fuelled fire,https://www.gov.uk/drug-device-alerts/medical-device-alert-heated-humidifiers-used-in-combination-with-heated-wire-breathing-systems-risk-of-oxygen-fuelled-fire,2014-12-17,(Various manufacturers) Risk if alarms are ignored or damaged breathing systems are used. (MDA/2014/020)
COVID-19: All haemofiltration systems including machines and accessories – serious risks if users don’t follow manufacturer instructions for set-up (MDA/2020/013),https://www.gov.uk/drug-device-alerts/covid-19-all-haemofiltration-systems-including-machines-and-accessories-serious-risks-if-users-don-t-follow-manufacturer-instructions-for-set-up-mda-2020-013,2020-04-10,All manufacturers – there have been reports of off-label modifications to haemofiltration systems when treating Covid-19 patients leading to serious injury and death.
Innovation: MHRA helps Fujifilm future proof manufacturing facility - one of the first in Europe,https://www.gov.uk/government/case-studies/mhra-helps-fujifilm-future-proof-manufacturing-facility-one-of-the-first-in-europe,2015-06-25,How we helped FUJIFILM Diosynth Biotechnologies (Fujifilm) future proof mammalian cell culture manufacturing facility.
MHRA: Business Impact Target,https://www.gov.uk/government/publications/mhra-business-impact-target,2022-12-19,The Medicines and Healthcare products Regulatory Agency (MHRA) assesses its regulatory impact on businesses.
MHRA gender pay gap report,https://www.gov.uk/government/publications/mhra-gender-pay-gap-report,2023-01-05,Detailed data on the Medicines and Healthcare products Regulatory Agency’s gender pay gap reports.
MHRA Chair Stephen Lightfoot Standing Down,https://www.gov.uk/government/news/mhra-chair-stephen-lightfoot-standing-down,2023-04-24,"After almost 8 years as a Board Member, Stephen has decided to step down on 11 July 2023. "
Co-dydramol: prescribe and dispense by strength to minimise risk of medication error,https://www.gov.uk/drug-safety-update/co-dydramol-prescribe-and-dispense-by-strength-to-minimise-risk-of-medication-error,2018-01-09,Previously co-dydramol (dihydrocodeine/paracetamol) was available only in the ratio 1:50 (co-dydramol 10/500 mg). Two products are now available with a higher strength of dihydrocodeine (co-dydramol 20/500 mg and 30/500 mg tablets). It is therefore important that co-dydramol products are prescribed and dispensed by strength to minimise dispensing errors and the risk of accidental opioid overdose. 
Specific batches of Omeprazole 20mg gastro-resistant capsules (hard) - capsule shells may be more brittle than normal,https://www.gov.uk/drug-device-alerts/specific-batches-of-omeprazole-20mg-gastro-resistant-capsules-hard-capsule-shells-may-be-more-brittle-than-normal,2015-12-16,(Zentiva) Pharmacists should quarantine remaining stock and return to original wholesaler (EL (15)A/13)
Paclitaxel 6mg/ml concentrate for solution for infusion; 100mg in 16.7ml - exterior of vials potentially contaminated with Methotrexate,https://www.gov.uk/drug-device-alerts/paclitaxel-6mg-ml-concentrate-for-solution-for-infusion-100mg-in-16-7ml-exterior-of-vials-potentially-contaminated-with-methotrexate,2016-05-24,(Hospira UK Limited) Paclitaxel 6mg/ml concentrate for solution for infusion; 100mg in 16.7ml - risk of the exterior of vials contaminated with Methotrexate (EL (16)A/05)
Class 2 Medicines Recall: Molipaxin 100 mg capsules (one batch),https://www.gov.uk/drug-device-alerts/class-2-medicines-recall-mollipaxin-100-mg-capsules-one-batch,2018-01-03,Winthrop Pharmaceuticals UK Limited (trading as Zentiva) is conducting a precautionary recall of a single batch of Molipaxin 100 mg capsules due to a potential issue with the metal detector during manufacture of the batch (EL(18) A/01).
Professor Henrietta Hughes: Putting Patient Safety at the Heart of Regulatory Innovation,https://www.gov.uk/government/news/professor-henrietta-hughes-putting-patient-safety-at-the-heart-of-regulatory-innovation,2025-11-03,"Professor Henrietta Hughes reflects on how MHRA strategy must prioritise patient safety via listening to lived experiences, fostering collaboration & innovation."
Early access to medicines scheme (EAMS) scientific opinion: Raxone to treat the decline of respiratory function in patients with Duchenne Muscular Dystrophy,https://www.gov.uk/government/publications/early-access-to-medicines-scheme-eams-scientific-opinion-raxone-to-treat-the-decline-of-respiratory-function-in-patients-with-duchenne-muscular-dys,2020-10-26,"Renewal of EAMS scientific opinion issued to Santhera Pharmaceuticals for Raxone to treat the decline of respiratory function in patients with Duchenne Muscular Dystrophy, including the public assessment report."
Mycophenolate mofetil: pure red cell aplasia,https://www.gov.uk/drug-safety-update/mycophenolate-mofetil-pure-red-cell-aplasia,2014-12-11,Healthcare professionals should consider a dose reduction or discontinuation of mycophenolate mofetil if patients develop pure red cell aplasia. 
Certificates of Free Sale for medical devices: update,https://www.gov.uk/government/news/certificates-of-free-sale-for-medical-devices-update,2015-03-20,"From 1 April 2015, MHRA will be issuing Certificates of Free Sale for medical devices. "
Letters and drug alerts sent to healthcare professionals in August 2018,https://www.gov.uk/drug-safety-update/letters-and-drug-alerts-sent-to-healthcare-professionals-in-august-2018,2018-09-25,"Letters were sent about daclizumab beta (Zinbryta▼), alteplase (Actilyse), Esmya (ulipristal acetate), and Xofigo▼ (radium-223-dichloride). MHRA issued alerts and recalls for batches of Nutriflex Omega Special 2500 ml and Nutriflex Lipid Special 2500 ml. "
Ofatumumab▼: reminder of risk of serious and fatal infusion reactions,https://www.gov.uk/drug-safety-update/ofatumumab-reminder-of-risk-of-serious-and-fatal-infusion-reactions,2014-12-11,"Serious and fatal infusion reactions have occurred with ofatumumab and other anti-CD20 monoclonal antibodies. We remind you to always give premedication before each ofatumumab infusion. If a severe reaction occurs, interrupt ofatumumab infusion and treat the reaction."
Medicines and Healthcare products Regulatory Agency Business Plan 2019 to 20,https://www.gov.uk/government/publications/medicines-and-healthcare-products-regulatory-agency-business-plan-2019-to-20,2019-04-29,Second annual business plan to deliver the Medicines and Healthcare products Regulatory Agency’s Corporate Plan 2018-23
Nitrofurantoin: reminder of the risks of pulmonary and hepatic adverse drug reactions,https://www.gov.uk/drug-safety-update/nitrofurantoin-reminder-of-the-risks-of-pulmonary-and-hepatic-adverse-drug-reactions,2023-04-26,Healthcare professionals prescribing nitrofurantoin should be alert to the risks of pulmonary and hepatic adverse drug reactions and advise patients to be vigilant for the signs and symptoms in need of further investigation. 
MHRA begins to develop human factors guidance with stakeholders,https://www.gov.uk/government/news/mhra-begins-to-develop-human-factors-guidance-with-stakeholders,2015-12-02,The Medicines and Health products Regulatory Agency (MHRA) met with stakeholders to begin to develop guidance on human factors to promote patient safety.
MHRA welcomes today’s announcement by the JCVI,https://www.gov.uk/government/news/mhra-welcomes-todays-announcement-by-the-jcvi,2021-11-15,Our safety monitoring to date shows that COVID-19 vaccines continue to have a positive safety profile for the majority of people. 
"Warfarin: product information to be amended to give clearer, up-to-date advice",https://www.gov.uk/drug-safety-update/warfarin-product-information-to-be-amended-to-give-clearer-up-to-date-advice,2014-12-11,We continue to receive a substantial number of serious and fatal adverse event reports for warfarin through our Yellow Card Scheme.
Paracetamol Tablets 500mg - incorrect blister foil,https://www.gov.uk/drug-device-alerts/drug-alert-paracetamol-tablets-500mg-incorrect-blister-foil,2014-12-17,(Actavis UK Ltd) Use of incorrect blister foil which fails to meet the specification for child resistancen – class 2 action within 48 hours. (EL (12)A/24)
Help us understand your needs and priorities: MHRA launches customer survey,https://www.gov.uk/government/news/help-us-understand-your-needs-and-priorities-mhra-launches-customer-survey,2017-09-18,The Medicines and Healthcare products Regulatory Agency is conducting a survey to better understand how it can support its customers
Oral salicylate gels: not for use in those younger than age 16 years,https://www.gov.uk/drug-safety-update/oral-salicylate-gels-not-for-use-in-those-younger-than-age-16-years,2014-12-11,"Topical oral salicylate gels are no longer indicated for people younger than 16 years for pain associated with infant teething, orthodontic devices, cold sores, or mouth ulcers."
Tramadol 50mg capsules - risk of fungal contamination,https://www.gov.uk/drug-device-alerts/tramadol-50mg-capsules-risk-of-fungal-contamination,2015-05-06,(RelonChem Ltd/ Kent Pharmaceuticals) All unexpired batches of 50mg Tramadol capsules are being recalled due to the risk of fungal contamination. Class 2 – action within 48 hours. (EL (15)A/04)
